text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
i love my chromebook .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'i love my chromebook', 'sentiment': 'positive', 'review_id': 147}]",['Chromebook'],['General'],[2],['i love my chromebook']
"it is taking me a while to get used to the small , tight keyboard .","['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'small , tight keyboard', 'sentiment': 'negative', 'review_id': 148}]",['Keyboard'],['Design_Features'],[0],"['small , tight keyboard']"
"after researching for a high quality laptop that would not break the bank , i finally chose this one .",['LAPTOP'],['QUALITY'],['2'],"[{'category': 'Research', 'aspect': 'quality', 'segment': 'researching for a high quality laptop', 'sentiment': 'positive', 'review_id': 149}, {'category': 'Purchase', 'aspect': 'laptop', 'segment': 'i finally chose this one', 'sentiment': 'positive', 'review_id': 149}]","['quality', 'laptop']","['Research', 'Purchase']","[2, 2]","['researching for a high quality laptop', 'i finally chose this one']"
"delivery was a bit off but i blame usps on that , they suck in my area .","['SHIPPING', 'SHIPPING']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Delivery', 'aspect': 'Delivery', 'segment': 'delivery was a bit off', 'sentiment': 'negative', 'review_id': 150}, {'category': 'Delivery', 'aspect': 'USPS', 'segment': 'but i blame usps on that', 'sentiment': 'negative', 'review_id': 150}, {'category': 'Delivery', 'aspect': 'USPS', 'segment': 'they suck in my area', 'sentiment': 'negative', 'review_id': 150}]","['Delivery', 'USPS', 'USPS']","['Delivery', 'Delivery', 'Delivery']","[0, 0, 0]","['delivery was a bit off', 'but i blame usps on that', 'they suck in my area']"
amd a12 processor is quite fast when loading everything from an ssd .,['CPU'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'amd a12 processor is quite fast when loading everything from an ssd', 'sentiment': 'positive', 'review_id': 151}]",['CPU'],['Operation_Performance'],[2],['amd a12 processor is quite fast when loading everything from an ssd']
"light for its size , not much flex in the body .",['LAPTOP'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'light for its size', 'sentiment': 'positive', 'review_id': 152}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'not much flex in the body', 'sentiment': 'positive', 'review_id': 152}]","['Laptop', 'Laptop']","['Design_Features', 'Design_Features']","[2, 2]","['light for its size', 'not much flex in the body']"
stop what you ' re doing now and get this computer !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': ""stop what you ' re doing now and get this computer !"", 'sentiment': 'positive', 'review_id': 153}]",['Computer'],['Operation_Performance'],[2],"[""stop what you ' re doing now and get this computer !""]"
this computer is the best thing you can get under 400 dollars .,['LAPTOP'],['PRICE'],['2'],[],[],[],[],[]
great functioning computer .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': 'great functioning computer', 'sentiment': 'positive', 'review_id': 155}]",['Computer'],['Operation_Performance'],[2],['great functioning computer']
excellent laptop at a reasonable price .,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['2', '2']",[],[],[],[],[]
this laptop does all i need it to do .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'this laptop does all i need it to do', 'sentiment': 'positive', 'review_id': 157}]",['Laptop'],['Operation_Performance'],[2],['this laptop does all i need it to do']
works flawlessly and decent battery life .,"['BATTERY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Device', 'segment': 'works flawlessly', 'sentiment': 'positive', 'review_id': 158}, {'category': 'Design_Features', 'aspect': 'Battery', 'segment': 'decent battery life', 'sentiment': 'positive', 'review_id': 158}]","['Device', 'Battery']","['Operation_Performance', 'Design_Features']","[2, 2]","['works flawlessly', 'decent battery life']"
excelente laptop,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"great for graphics , nothing to complex but it can get the job done",['GRAPHICS'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Graphics', 'segment': 'great for graphics', 'sentiment': 'positive', 'review_id': 160}, {'category': 'Operation_Performance', 'aspect': 'Job', 'segment': 'nothing to complex but it can get the job done', 'sentiment': 'positive', 'review_id': 160}]","['Graphics', 'Job']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['great for graphics', 'nothing to complex but it can get the job done']"
about what i was expecting / hoping it to be .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
it has been able to handle everything i ' ve needed for my business .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': ""it has been able to handle everything i ' ve needed for my business"", 'sentiment': 'positive', 'review_id': 162}]",['Computer'],['Operation_Performance'],[2],"[""it has been able to handle everything i ' ve needed for my business""]"
"it is fast enough for what we do , and it has all the features we needed for less .","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it is fast enough for what we do', 'sentiment': 'positive', 'review_id': 163}, {'category': 'Design_Features', 'aspect': 'Features', 'segment': 'it has all the features we needed for less', 'sentiment': 'positive', 'review_id': 163}]","['CPU', 'Features']","['Operation_Performance', 'Design_Features']","[2, 2]","['it is fast enough for what we do', 'it has all the features we needed for less']"
love our new laptop .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
battery could last longer .,['BATTERY'],['QUALITY'],['0'],[],[],[],[],[]
"light weight , good battery life , sharp screen .","['LAPTOP', 'BATTERY', 'DISPLAY']","['DESIGN_FEATURES', 'GENERAL', 'DESIGN_FEATURES']","['2', '2', '2']",[],[],[],[],[]
he is very content with it and its features,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"great performance , quiet and cool processor .","['LAPTOP', 'LAPTOP', 'CPU']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'GENERAL']","['2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'great performance', 'sentiment': 'positive', 'review_id': 168}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'quiet and cool processor', 'sentiment': 'positive', 'review_id': 168}]","['CPU', 'CPU']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['great performance', 'quiet and cool processor']"
the sims 4 ran very smoothly on regular graphics .,['DISPLAY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'The Sims 4', 'segment': 'The Sims 4 ran very smoothly', 'sentiment': 'positive', 'review_id': 169}, {'category': 'Design_Features', 'aspect': 'Graphics', 'segment': 'on regular graphics', 'sentiment': 'neutral', 'review_id': 169}]","['The Sims 4', 'Graphics']","['Operation_Performance', 'Design_Features']","[2, 1]","['The Sims 4 ran very smoothly', 'on regular graphics']"
i was really excited to get this laptop !,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
runs first person shooters relatively well .,['SOFTWARE'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'First Person Shooter Games', 'segment': 'runs first person shooters relatively well', 'sentiment': 'positive', 'review_id': 171}]",['First Person Shooter Games'],['Operation_Performance'],[2],['runs first person shooters relatively well']
would definitely buy this again if i needed to do so .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
laptop booted right up and the set up waa super easy .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'USABILITY']","['2', '2']",[],[],[],[],[]
"the ones that do , doesn ' t have the numbering pad on the right side of the keyboard and i needed that .",['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': ""the ones that do, doesn't have the numbering pad on the right side of the keyboard"", 'sentiment': 'negative', 'review_id': 174}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'and i needed that', 'sentiment': 'negative', 'review_id': 174}]","['Keyboard', 'Keyboard']","['Design_Features', 'Design_Features']","[0, 0]","[""the ones that do, doesn't have the numbering pad on the right side of the keyboard"", 'and i needed that']"
"it ' s a very good lappy and i ' m happy with it , because it can still get all i need to do , done .","['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']",[],[],[],[],[]
"nice and thin , light , surprised it has a dvd player in it .","['LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'nice and thin, light, ', 'sentiment': 'positive', 'review_id': 176}, {'category': 'Design_Features', 'aspect': 'DVD Player', 'segment': 'surprised it has a dvd player in it', 'sentiment': 'positive', 'review_id': 176}]","['Laptop', 'DVD Player']","['Design_Features', 'Design_Features']","[2, 2]","['nice and thin, light, ', 'surprised it has a dvd player in it']"
for my needs it ' s a perfect computer with one major flaw : battery life is much shorter than they advertise !,"['LAPTOP', 'BATTERY']","['GENERAL', 'OPERATION_PERFORMANCE']","['2', '0']","[{'category': 'Use', 'aspect': 'battery life', 'segment': 'battery life is much shorter than they advertise', 'sentiment': 'negative', 'review_id': 177}]",['battery life'],['Use'],[0],['battery life is much shorter than they advertise']
mine did lose its screen backlight suddenly when i ' d had it less than a month .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'mine did lose its screen backlight suddenly', 'sentiment': 'negative', 'review_id': 178}]",['Screen'],['Design_Features'],[0],['mine did lose its screen backlight suddenly']
fast processor .,['CPU'],['OPERATION_PERFORMANCE'],['2'],[],[],[],[],[]
if you want a laptop ( not for gaming - reviews say - i have not tried ) get this one !,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
i think the battery is just undersized for the amd a12 apu .,['BATTERY'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Battery', 'segment': 'i think the battery is just undersized', 'sentiment': 'negative', 'review_id': 181}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'for the amd a12 apu', 'sentiment': 'neutral', 'review_id': 181}]","['Battery', 'CPU']","['Design_Features', 'Operation_Performance']","[0, 1]","['i think the battery is just undersized', 'for the amd a12 apu']"
this is an excellent laptop with a lot of heart .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"the dvd player is a really nice touch as well , i didn ' t think i would use it but i definitely will in the future !",['OPTICAL_DRIVES'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'DVD player', 'segment': 'the dvd player is a really nice touch as well', 'sentiment': 'positive', 'review_id': 183}, {'category': 'General', 'aspect': 'Usefulness', 'segment': ""i didn't think i would use it but i definitely will in the future"", 'sentiment': 'positive', 'review_id': 183}]","['DVD player', 'Usefulness']","['Design_Features', 'General']","[2, 2]","['the dvd player is a really nice touch as well', ""i didn't think i would use it but i definitely will in the future""]"
has all the available ports that i need .,['PORTS'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Ports', 'segment': 'has all the available ports that i need', 'sentiment': 'positive', 'review_id': 184}]",['Ports'],['Design_Features'],[2],['has all the available ports that i need']
laptop is very fast with 4cpu and 8gpu on board .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'laptop is very fast with 4cpu and 8gpu on board', 'sentiment': 'positive', 'review_id': 185}]",['CPU'],['Operation_Performance'],[2],['laptop is very fast with 4cpu and 8gpu on board']
"great computer , you can play 2015 and below games on this computer .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': 'great computer', 'sentiment': 'positive', 'review_id': 186}, {'category': 'Operation_Performance', 'aspect': 'Games', 'segment': 'you can play 2015 and below games on this computer', 'sentiment': 'positive', 'review_id': 186}]","['Computer', 'Games']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['great computer', 'you can play 2015 and below games on this computer']"
great laptop !,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"she can stream music or videos , do her homework , and so on , so we are all pleased with our purchase .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Music', 'segment': 'she can stream music or videos', 'sentiment': 'positive', 'review_id': 188}, {'category': 'Operation_Performance', 'aspect': 'Homework', 'segment': 'do her homework', 'sentiment': 'positive', 'review_id': 188}, {'category': 'General', 'aspect': 'Purchase', 'segment': 'so we are all pleased with our purchase', 'sentiment': 'positive', 'review_id': 188}]","['Music', 'Homework', 'Purchase']","['Operation_Performance', 'Operation_Performance', 'General']","[2, 2, 2]","['she can stream music or videos', 'do her homework', 'so we are all pleased with our purchase']"
cpu performance does well .,['CPU'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'cpu performance does well', 'sentiment': 'positive', 'review_id': 189}]",['CPU'],['Operation_Performance'],[2],['cpu performance does well']
i bought this for college to do my homework and also pay my bills .,['LAPTOP'],['GENERAL'],['1'],"[{'category': 'Use', 'aspect': 'College', 'segment': 'i bought this for college', 'sentiment': 'positive', 'review_id': 190}, {'category': 'Use', 'aspect': 'Homework', 'segment': 'to do my homework', 'sentiment': 'positive', 'review_id': 190}, {'category': 'Use', 'aspect': 'Bills', 'segment': 'also pay my bills', 'sentiment': 'positive', 'review_id': 190}]","['College', 'Homework', 'Bills']","['Use', 'Use', 'Use']","[2, 2, 2]","['i bought this for college', 'to do my homework', 'also pay my bills']"
really like it .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
played heroes of the storm with graphics up full and wasn ' t any lag .,['GRAPHICS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Game_Play', 'aspect': 'Heroes of the Storm', 'segment': 'played heroes of the storm', 'sentiment': 'positive', 'review_id': 192}, {'category': 'Graphics', 'aspect': 'Graphics', 'segment': 'with graphics up full', 'sentiment': 'positive', 'review_id': 192}, {'category': 'Operation_Performance', 'aspect': 'Lag', 'segment': ""wasn ' t any lag"", 'sentiment': 'negative', 'review_id': 192}]","['Heroes of the Storm', 'Graphics', 'Lag']","['Game_Play', 'Graphics', 'Operation_Performance']","[2, 2, 0]","['played heroes of the storm', 'with graphics up full', ""wasn ' t any lag""]"
webpages load quickly .,['SOFTWARE'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Webpages', 'segment': 'webpages load quickly', 'sentiment': 'positive', 'review_id': 193}]",['Webpages'],['Operation_Performance'],[2],['webpages load quickly']
"but i guess , it ' s got a lot of power going to that processor so you can ' t have it all .",['CPU'],['OPERATION_PERFORMANCE'],['1'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""it ' s got a lot of power going to that processor"", 'sentiment': 'positive', 'review_id': 194}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""so you can ' t have it all"", 'sentiment': 'negative', 'review_id': 194}]","['CPU', 'CPU']","['Operation_Performance', 'Operation_Performance']","[2, 0]","[""it ' s got a lot of power going to that processor"", ""so you can ' t have it all""]"
"for us , it was perfect .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Usability', 'aspect': 'Perfection', 'segment': 'for us , it was perfect .', 'sentiment': 'positive', 'review_id': 195}]",['Perfection'],['Usability'],[2],"['for us , it was perfect .']"
i got ta say this was my first ever online computer / laptop order and let me tell you its pretty good .,"['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']",[],[],[],[],[]
i love how sleek and thin it is .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'how sleek and thin it is', 'sentiment': 'positive', 'review_id': 197}]",['Laptop'],['Design_Features'],[2],['how sleek and thin it is']
great feel to the keyboard as well .,['KEYBOARD'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'great feel to the keyboard', 'sentiment': 'positive', 'review_id': 198}]",['Keyboard'],['Design_Features'],[2],['great feel to the keyboard']
this is a super fast computer and i really like it .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'this is a super fast computer', 'sentiment': 'positive', 'review_id': 199}, {'category': 'General', 'aspect': 'Computer', 'segment': 'and i really like it', 'sentiment': 'positive', 'review_id': 199}]","['CPU', 'Computer']","['Operation_Performance', 'General']","[2, 2]","['this is a super fast computer', 'and i really like it']"
it ' s so far a solid laptop that i can use for some gaming and school .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"i purchased the laptop in august , and i already have a couple of keys popping off .",['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'i purchased the laptop in august', 'sentiment': 'positive', 'review_id': 201}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'and i already have a couple of keys popping off', 'sentiment': 'negative', 'review_id': 201}]","['Laptop', 'Keyboard']","['Design_Features', 'Design_Features']","[2, 0]","['i purchased the laptop in august', 'and i already have a couple of keys popping off']"
"i almost always keep it plugged in , so i can ' t comment on battery life .",['BATTERY'],['GENERAL'],['1'],"[{'category': 'Operation_Performance', 'aspect': 'battery life', 'segment': ""i can ' t comment on battery life"", 'sentiment': 'negative', 'review_id': 202}]",['battery life'],['Operation_Performance'],[0],"[""i can ' t comment on battery life""]"
"battery life is short , but plugging it in works .",['BATTERY'],['OPERATION_PERFORMANCE'],['0'],[],[],[],[],[]
sleek design .,['LAPTOP'],['DESIGN_FEATURES'],['2'],[],[],[],[],[]
easy to use .,['LAPTOP'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Ease_of_use', 'segment': 'easy to use', 'sentiment': 'positive', 'review_id': 205}]",['Ease_of_use'],['Design_Features'],[2],['easy to use']
nice computer for responsible grade school child .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
this laptop is well engineered and designed .,['LAPTOP'],['DESIGN_FEATURES'],['2'],[],[],[],[],[]
this is a very nice laptop .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
it is perfect for everything i need it for .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'laptop', 'segment': 'it is perfect for everything i need it for', 'sentiment': 'positive', 'review_id': 209}]",['laptop'],['Operation_Performance'],[2],['it is perfect for everything i need it for']
provided just what i wanted at a resonable price .,['LAPTOP'],['PRICE'],['2'],"[{'category': 'Value', 'aspect': 'Price', 'segment': 'provided just what i wanted at a resonable price', 'sentiment': 'positive', 'review_id': 210}]",['Price'],['Value'],[2],['provided just what i wanted at a resonable price']
this laptop is fast and does what i need without problems .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'This laptop is fast', 'sentiment': 'positive', 'review_id': 211}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'does what i need without problems', 'sentiment': 'positive', 'review_id': 211}]","['Laptop', 'Laptop']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['This laptop is fast', 'does what i need without problems']"
great price and great performance but terrible battery .,"['LAPTOP', 'LAPTOP', 'BATTERY']","['PRICE', 'OPERATION_PERFORMANCE', 'GENERAL']","['2', '2', '0']","[{'category': 'Price', 'aspect': 'Price', 'segment': 'great price', 'sentiment': 'positive', 'review_id': 212}, {'category': 'Operation_Performance', 'aspect': 'Performance', 'segment': 'great performance', 'sentiment': 'positive', 'review_id': 212}, {'category': 'Design_Features', 'aspect': 'Battery', 'segment': 'terrible battery', 'sentiment': 'negative', 'review_id': 212}]","['Price', 'Performance', 'Battery']","['Price', 'Operation_Performance', 'Design_Features']","[2, 2, 0]","['great price', 'great performance', 'terrible battery']"
it is a little slow .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it is a little slow', 'sentiment': 'negative', 'review_id': 213}]",['CPU'],['Operation_Performance'],[0],['it is a little slow']
"great computer , setup was fast and easy .","['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'USABILITY', 'USABILITY']","['2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': 'great computer', 'sentiment': 'positive', 'review_id': 214}, {'category': 'Design_Features', 'aspect': 'Setup', 'segment': 'setup was fast and easy', 'sentiment': 'positive', 'review_id': 214}]","['Computer', 'Setup']","['Operation_Performance', 'Design_Features']","[2, 2]","['great computer', 'setup was fast and easy']"
"i am inlove with this laptop literally , it ' s nice size 15 .",['LAPTOP'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': ""it ' s nice size 15 . 6 inches , it ' s very light weight ,"", 'sentiment': 'positive', 'review_id': 215}, {'category': 'General', 'aspect': 'Keyboard', 'segment': 'it has a very good key board ,', 'sentiment': 'positive', 'review_id': 215}, {'category': 'Design_Features', 'aspect': 'Color', 'segment': 'and the color is very nice . ', 'sentiment': 'positive', 'review_id': 215}]","['Laptop', 'Keyboard', 'Color']","['Design_Features', 'General', 'Design_Features']","[2, 2, 2]","[""it ' s nice size 15 . 6 inches , it ' s very light weight ,"", 'it has a very good key board ,', 'and the color is very nice . ']"
graphics are good for the level of this laptop .,['GRAPHICS'],['GENERAL'],['2'],[],[],[],[],[]
finally got the warranty honored after almost 6 months .,['WARRANTY'],['GENERAL'],['0'],"[{'category': 'Customer_Service', 'aspect': 'Warranty', 'segment': 'finally got the warranty honored after almost 6 months', 'sentiment': 'positive', 'review_id': 217}]",['Warranty'],['Customer_Service'],[2],['finally got the warranty honored after almost 6 months']
plenty of buyer returned it since the touch screen has phantom touch problems right after unboxing or it will eventually happen within 3 months .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Touch Screen', 'segment': 'plenty of buyer returned it since the touch screen has phantom touch problems right after unboxing or it will eventually happen within 3 months', 'sentiment': 'negative', 'review_id': 218}]",['Touch Screen'],['Design_Features'],[0],['plenty of buyer returned it since the touch screen has phantom touch problems right after unboxing or it will eventually happen within 3 months']
"consequently , i am no longer covered and my otherwise great chromebook becomes unusable anytime the phantom touches appear .","['LAPTOP', 'KEYBOARD']","['GENERAL', 'GENERAL']","['2', '0']","[{'category': 'Operation_Performance', 'aspect': 'Chromebook', 'segment': 'my otherwise great chromebook becomes unusable anytime the phantom touches appear', 'sentiment': 'negative', 'review_id': 219}]",['Chromebook'],['Operation_Performance'],[0],['my otherwise great chromebook becomes unusable anytime the phantom touches appear']
i have tried to fix the pixel with online videos and websites with no effect .,['DISPLAY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Pixel', 'segment': 'i have tried to fix the pixel with online videos and websites with no effect', 'sentiment': 'negative', 'review_id': 220}]",['Pixel'],['Operation_Performance'],[0],['i have tried to fix the pixel with online videos and websites with no effect']
"the beautiful screen is said to be identical to the pixelbook in size , aspect ratio , and resolution .",['DISPLAY'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the beautiful screen', 'sentiment': 'positive', 'review_id': 221}, {'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'is said to be identical to the pixelbook in size, aspect ratio, and resolution', 'sentiment': 'positive', 'review_id': 221}]","['Screen', 'Screen']","['Design_Features', 'Design_Features']","[2, 2]","['the beautiful screen', 'is said to be identical to the pixelbook in size, aspect ratio, and resolution']"
"after using the 3 : 2 aspect ratio , i think i prefer it to normal 16 : 9 , as far as chromebooks go .",['DISPLAY'],['DESIGN_FEATURES'],['1'],"[{'category': 'Design_Features', 'aspect': 'Chromebook', 'segment': 'as far as chromebooks go', 'sentiment': 'neutral', 'review_id': 222}, {'category': 'Design_Features', 'aspect': 'Screen Ratio', 'segment': 'after using the 3 : 2 aspect ratio', 'sentiment': 'positive', 'review_id': 222}]","['Chromebook', 'Screen Ratio']","['Design_Features', 'Design_Features']","[1, 2]","['as far as chromebooks go', 'after using the 3 : 2 aspect ratio']"
"it was fine for a solid two days , from there on it has been nonstop , reset to factory settings .","['LAPTOP', 'LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '0']","[{'category': 'Operation_Performance', 'aspect': 'Device', 'segment': 'it was fine for a solid two days', 'sentiment': 'positive', 'review_id': 223}, {'category': 'Operation_Performance', 'aspect': 'Device', 'segment': 'from there on it has been nonstop', 'sentiment': 'negative', 'review_id': 223}, {'category': 'Operation_Performance', 'aspect': 'Device', 'segment': 'reset to factory settings', 'sentiment': 'negative', 'review_id': 223}]","['Device', 'Device', 'Device']","['Operation_Performance', 'Operation_Performance', 'Operation_Performance']","[2, 0, 0]","['it was fine for a solid two days', 'from there on it has been nonstop', 'reset to factory settings']"
"idk if that ' s how chromeos usually is , or maybe there is something wrong with the hardware but this is very annoying .",['HARDWARE'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'ChromeOS', 'segment': ""idk if that ' s how chromeos usually is , or maybe there is something wrong with the hardware but this is very annoying ."", 'sentiment': 'negative', 'review_id': 224}]",['ChromeOS'],['Operation_Performance'],[0],"[""idk if that ' s how chromeos usually is , or maybe there is something wrong with the hardware but this is very annoying .""]"
"i get that this is meant to store everything in the cloud so it should be no big deal , but when your trying to get work done where there is no access to the internet ( since google docs works offline ) it is practically useless when it has to reset itself to factory settings just after turning it on .",['OS'],['DESIGN_FEATURES'],['0'],[],[],[],[],[]
the touch screen works wonderfully .,['DISPLAY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Touch Screen', 'segment': 'the touch screen works wonderfully', 'sentiment': 'positive', 'review_id': 226}]",['Touch Screen'],['Design_Features'],[2],['the touch screen works wonderfully']
"as others have noted , the backspace key is small .",['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the backspace key is small', 'sentiment': 'negative', 'review_id': 227}]",['Keyboard'],['Design_Features'],[0],['the backspace key is small']
my biggest irk today though is that the screen is not very durable .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen is not very durable', 'sentiment': 'negative', 'review_id': 228}]",['Screen'],['Design_Features'],[0],['the screen is not very durable']
