text,term_true,cat_true,pol_true,analysis
"the naan was some of the best i ' ve had and i really enjoyed the bhartha , not too tomatoey .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Naan', 'segment': ""the naan was some of the best i ' ve had"", 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Bhartha', 'segment': 'i really enjoyed the bhartha', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Bhartha', 'segment': 'not too tomatoey', 'sentiment': 'positive'}]"
"even the chickpeas , which i normally find too dry , were good .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Chickpeas', 'segment': 'even the chickpeas, which i normally find too dry, were good', 'sentiment': 'positive'}]"
"– i do n ' t understand how i was a stranger to this place for so long . . . the fajita salad , the colorado , the fajitas - everything is delicious .","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'everything is delicious', 'sentiment': 'positive'}]"
i love the warm & cosy environment .,"['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Atmosphere', 'aspect': 'Environment', 'segment': 'The warm & cosy environment', 'sentiment': 'positive'}]"
i just found out that you can have the place to yourself on nights and weekends for a private party - ca n ' t wait to celebrate my next birthday there .,['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'Style_Options', 'aspect': 'Place', 'segment': 'you can have the place to yourself on nights and weekends for a private party', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Restaurant', 'segment': ""I just found out that you can have the place to yourself on nights and weekends for a private party - can't wait to celebrate my next birthday there"", 'sentiment': 'positive'}]"
"best restaurant in the world , great decor , great customer service , friendly manager","['RESTAURANT', 'AMBIENCE', 'SERVICE', 'SERVICE']","['GENERAL', 'GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'best restaurant in the world', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Decor', 'segment': 'great decor', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Customer Service', 'segment': 'great customer service', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Manager', 'segment': 'friendly manager', 'sentiment': 'positive'}]"
i am never disappointed with there food .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'I am never disappointed with their food', 'sentiment': 'positive'}]"
the atmosphere is great .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'Atmosphere', 'aspect': 'Atmosphere', 'segment': 'the atmosphere is great', 'sentiment': 'positive'}]"
great lunch spot,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'great lunch spot', 'sentiment': 'positive'}]"
– great financial district mexican spot .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Location', 'aspect': 'Financial District', 'segment': 'great financial district mexican spot', 'sentiment': 'positive'}]"
"always busy , but they are good at seating you promptly and have quick service .","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Service', 'aspect': 'Seating', 'segment': 'they are good at seating you promptly', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Speed', 'segment': 'have quick service', 'sentiment': 'positive'}]"
"everything i ' ve had here is good , taco salads , burritos , enchiladas i love this place .","['FOOD', 'FOOD', 'FOOD', 'RESTAURANT', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'GENERAL', 'QUALITY']","['2', '2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Everything', 'segment': ""everything i ' ve had here is good , taco salads , burritos , enchiladas"", 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Place', 'segment': 'i love this place', 'sentiment': 'positive'}]"
also have great margaritas !,['DRINKS'],['QUALITY'],['2'],[]
the food is simply unforgettable !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food is simply unforgettable', 'sentiment': 'positive'}]"
"the presentation of the food was an added bonus , it looked just as great as it tasted !","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['2', '2']",[]
my best friend had the chicken shawarma and she still raves about it being the best anywhere !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Chicken Shawarma', 'segment': 'my best friend had the chicken shawarma and she still raves about it being the best anywhere', 'sentiment': 'positive'}]"
the staff are friendly and the decor was ethic and colorful .,"['SERVICE', 'AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Service', 'aspect': 'Staff', 'segment': 'the staff are friendly', 'sentiment': 'positive'}, {'category': 'Atmosphere', 'aspect': 'Decor', 'segment': 'the decor was ethic and colorful', 'sentiment': 'positive'}]"
go to open sesame ! ! !,['RESTAURANT'],['GENERAL'],['2'],[]
holy hummus !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Food', 'aspect': 'Hummus', 'segment': 'holy hummus', 'sentiment': 'positive'}]"
"– the food is here is incredible , though the quality is inconsistent during lunch .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food is here is incredible', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'though the quality is inconsistent during lunch', 'sentiment': 'negative'}]"
"dinners have always been excellent , in terms of food quality .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'dinners have always been excellent, in terms of food quality', 'sentiment': 'positive'}]"
the open sesame combo plate is a bargain for the heap of food given .,"['FOOD', 'FOOD']","['PRICES', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Value', 'aspect': 'Price', 'segment': 'The open sesame combo plate is a bargain for the heap of food given', 'sentiment': 'positive'}]"
"the side of potatoes is to die for , as is the labne ( yogurt dip ) .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Potatoes', 'segment': 'the side of potatoes is to die for', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Labne', 'segment': 'as is the labne ( yogurt dip )', 'sentiment': 'positive'}]"
"also , they serve the best hummus in america , with a drizzle of fragrant olive oil ( which , i believe is the traditional way ) !","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Hummus', 'segment': 'also, they serve the best hummus in America', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Hummus', 'segment': 'with a drizzle of fragrant olive oil (which, i believe is the traditional way)!', 'sentiment': 'positive'}]"
the only drawback is the crowded seating and the slow service .,"['RESTAURANT', 'SERVICE']","['MISCELLANEOUS', 'GENERAL']","['0', '0']","[{'category': 'Style_Options', 'aspect': 'Seating', 'segment': 'The only drawback is the crowded seating', 'sentiment': 'negative'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'The only drawback is the slow service', 'sentiment': 'negative'}]"
"however , this place is a gem , and i wo n ' t stop going back .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Place', 'segment': 'however, this place is a gem', 'sentiment': 'positive'}, {'category': 'Intention', 'aspect': 'Going Back', 'segment': ""and I won't stop going back"", 'sentiment': 'positive'}]"
great beer,['DRINKS'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Beer', 'segment': 'great beer selection', 'sentiment': 'positive'}]"
– my first time to dine at this restaurant was with my son and it was absolutely horrible !,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'First_Impression', 'aspect': 'restaurant', 'segment': 'my first time to dine at this restaurant was with my son and it was absolutely horrible', 'sentiment': 'negative'}]"
i swore never to return for a warm beer and mediocre meal .,"['DRINKS', 'FOOD']","['QUALITY', 'QUALITY']","['0', '0']","[{'category': 'Quality', 'aspect': 'Beer', 'segment': 'a warm beer', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Meal', 'segment': 'a mediocre meal', 'sentiment': 'negative'}]"
the band was very good and the service was attentive .,"['AMBIENCE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Band', 'segment': 'The band was very good', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'The service was attentive', 'sentiment': 'positive'}]"
"we ordered a selection of the small plates , and the shoe string onions , goat cheese pizza , grilled asparagus and fried brie with fruit were all very good .","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'we ordered a selection of the small plates, and the shoe string onions, goat cheese pizza, grilled asparagus and fried brie with fruit were all very good', 'sentiment': 'positive'}]"
seattle ' s best winelist,['DRINKS'],['STYLE_OPTIONS'],['2'],[]
– ray ' s ( suprisingly ) has the city ' s best & most diverse wine list .,['DRINKS'],['STYLE_OPTIONS'],['2'],"[{'category': 'Quality', 'aspect': 'Wine List', 'segment': ""has the city's best & most diverse wine list"", 'sentiment': 'positive'}]"
"the sommelier is fantastic , down - to - earth , & extremely knowlegable .","['SERVICE', 'SERVICE', 'SERVICE']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Service', 'aspect': 'Sommelier', 'segment': 'the sommelier is fantastic, down-to-earth, & extremely knowlegable', 'sentiment': 'positive'}]"
i would go back for the wine experience alone .,['DRINKS'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Wine', 'segment': 'i would go back for the wine experience alone', 'sentiment': 'positive'}]"
not the place it once was,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Place', 'segment': 'not the place it once was', 'sentiment': 'negative'}]"
"perhaps now , scooner or later falls into the ` ` dive ' ' category .",['RESTAURANT'],['GENERAL'],['0'],[]
"– it is sad to see a place that was once ` ` the ' ' place to meet and eat for bfast or lunch , now be the place that is a big ` ` dont bother . ' '",['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'Mood', 'aspect': 'Place', 'segment': ""it is sad to see a place that was once ` ` the ' ' place to meet and eat for bfast or lunch , now be the place that is a big ` ` dont bother . ' '"", 'sentiment': 'negative'}]"
"the food is not what it once was ( potions have seriously seen downsizing ) prices have gone up , and the service is the worst i have experienced anywhere ( including mainland europe ) .","['FOOD', 'FOOD', 'SERVICE', 'SERVICE']","['QUALITY', 'PRICES', 'GENERAL', 'GENERAL']","['0', '0', '0', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food is not what it once was ( potions have seriously seen downsizing )', 'sentiment': 'negative'}, {'category': 'Value', 'aspect': 'Prices', 'segment': 'prices have gone up', 'sentiment': 'negative'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'the service is the worst i have experienced anywhere ( including mainland europe )', 'sentiment': 'negative'}]"
what may be interesting to most is the worst sevice / attitude comes from the owners of this establishment .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'Service', 'aspect': 'Service', 'segment': 'the worst service / attitude comes from the owners of this establishment', 'sentiment': 'negative'}]"
"this establishment really made a marked decline after ( and this is recurring story ) the airing of food televisions ` ` diners , drive - ins , and dives ' ' hosted by guy fieri , in which schooner or later was subject of .",['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Establishment', 'segment': ""this establishment really made a marked decline after ( and this is recurring story ) the airing of food televisions ` ` diners , drive - ins , and dives ' ' hosted by guy fieri , in which schooner or later was subject of"", 'sentiment': 'negative'}]"
open & cool place with the best pizza and coffee,"['AMBIENCE', 'FOOD', 'FOOD']","['GENERAL', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Style_Options', 'aspect': 'Place', 'segment': 'open & cool place', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Pizza', 'segment': 'the best pizza', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Coffee', 'segment': 'the best coffee', 'sentiment': 'positive'}]"
– mioposto has a very creative & delicious pizza menu .,"['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Pizza', 'segment': 'Mioposto has a very creative & delicious pizza menu', 'sentiment': 'positive'}]"
"the coffe is very good , too .",['DRINKS'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Coffee', 'segment': 'the coffee is very good', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Coffee', 'segment': 'too', 'sentiment': 'positive'}]"
great open and friendly ambience .,"['AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Atmosphere', 'aspect': 'Ambience', 'segment': 'great open and friendly ambience', 'sentiment': 'positive'}]"
this place is charming and relaxing .,"['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Atmosphere', 'aspect': 'Place', 'segment': 'this place is charming and relaxing', 'sentiment': 'positive'}]"
the servers behind the counter are always friendly and helpful .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Service', 'aspect': 'Servers', 'segment': 'the servers behind the counter are always friendly and helpful', 'sentiment': 'positive'}]"
it ' s a great place to enjoy food and meet friends .,"['FOOD', 'RESTAURANT']","['QUALITY', 'MISCELLANEOUS']","['2', '2']",[]
"great food , spectacular location , and friendly service keep us coming back year after year .","['FOOD', 'LOCATION', 'SERVICE']","['QUALITY', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'great food', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Location', 'segment': 'spectacular location', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'friendly service', 'sentiment': 'positive'}]"
enjoyed the food,['FOOD'],['QUALITY'],['2'],[]
food was good and cheap .,"['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'food was good', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Food', 'segment': 'food was cheap', 'sentiment': 'positive'}]"
i had the kafta plate and i enjoyed it .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'I had the kafta plate and I enjoyed it', 'sentiment': 'positive'}]"
atmosphere was nice .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'Atmosphere', 'aspect': 'Atmosphere', 'segment': 'atmosphere was nice', 'sentiment': 'positive'}]"
"service was kind of slow , our waitress took forever to give us our check even though it was n ' t that busy .","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Service', 'aspect': 'Service', 'segment': 'service was kind of slow', 'sentiment': 'negative'}, {'category': 'Service', 'aspect': 'Waitress', 'segment': 'our waitress took forever to give us our check', 'sentiment': 'negative'}]"
still i would recommend this place .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Place', 'segment': 'still I would recommend this place', 'sentiment': 'positive'}]"
what else can you say nice people amazing food wow,"['FOOD', 'SERVICE', 'RESTAURANT']","['QUALITY', 'GENERAL', 'GENERAL']","['2', '2', '2']",[]
great food with an awesome atmosphere !,"['FOOD', 'AMBIENCE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'great food', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Atmosphere', 'segment': 'with an awesome atmosphere', 'sentiment': 'positive'}]"
"– eggs , pancakes , potatoes , fresh fruit and yogurt - - everything they serve is delicious .","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2', '2', '2']",[]
"the best place for a leisure sunday breakfast amidst yachts , then take a stroll through the nearby farmer ' s market .",['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'Atmosphere', 'aspect': 'Leisure', 'segment': 'the best place for a leisure sunday breakfast amidst yachts', 'sentiment': 'positive'}, {'category': 'Activities', 'aspect': 'Stroll', 'segment': ""then take a stroll through the nearby farmer's market"", 'sentiment': 'positive'}]"
great meal – the fish on the omikase platter was absolutely decadent - - there was none of the stringiness that sometimes accompanies fair sushi - - this fish was perfect ! ! ! !,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Meal', 'segment': 'great meal', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Fish', 'segment': 'the fish on the omikase platter was absolutely decadent', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Sushi', 'segment': 'there was none of the stringiness that sometimes accompanies fair sushi', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Fish', 'segment': 'this fish was perfect ! ! ! !', 'sentiment': 'positive'}]"
"plus , i am allergic to rice , and the waitstaff was unbelievably accomodating - - did n ' t even bat an eye !",['SERVICE'],['GENERAL'],['2'],[]
and the waiter suggested a perfect sake ! !,"['SERVICE', 'DRINKS']","['GENERAL', 'QUALITY']","['2', '2']","[{'category': 'Service', 'aspect': 'Waiter', 'segment': 'the waiter suggested a perfect sake', 'sentiment': 'positive'}]"
unbeatable sushi !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Sushi', 'segment': 'unbeatable sushi', 'sentiment': 'positive'}]"
"melt in your mouth nigiri and sashmi , and very tasty rolls too .","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Style_Options', 'aspect': 'Nigiri', 'segment': 'melt in your mouth nigiri', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Sashimi', 'segment': 'and sashimi', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Rolls', 'segment': 'and very tasty rolls too', 'sentiment': 'positive'}]"
be sure to try the oyster roll .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Recommendation', 'aspect': 'Oyster Roll', 'segment': 'be sure to try the oyster roll', 'sentiment': 'positive'}]"
"– how to describe the best sushi in nyc : hmmmm , delicious , amazing , fantastic , suculent , perfect , nah , all of the above .","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Sushi', 'segment': 'hmmmm, delicious, amazing, fantastic, suculent, perfect, nah, all of the above', 'sentiment': 'positive'}]"
"i ca n ' t saybenough good things about this restaurant , and i ca n ' t wait for my next several visits .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""i can't say enough good things about this restaurant"", 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Restaurant', 'segment': ""i can't wait for my next several visits"", 'sentiment': 'positive'}]"
the best chuwam mushi i have ever had .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Chuwam mushi', 'segment': 'the best chuwam mushi i have ever had', 'sentiment': 'positive'}]"
"good sushi , high price","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['2', '0']","[{'category': 'Quality', 'aspect': 'Sushi', 'segment': 'good sushi', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Price', 'segment': 'high price', 'sentiment': 'negative'}]"
one of the best sushi place in town .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Style_Options', 'aspect': 'Sushi', 'segment': 'one of the best sushi place in town', 'sentiment': 'positive'}]"
the house special roll is really good .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'House Special Roll', 'segment': 'the house special roll is really good', 'sentiment': 'positive'}]"
"brunch at murphy ' s is to die for , my specialty . . . egg white omelet , the food is always freshly prepared .","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': ""brunch at murphy's is to die for, my specialty...egg white omelet, the food is always freshly prepared"", 'sentiment': 'positive'}]"
it ' s the perfect spot for a romantic date for 2 or a secret rendezvous !,"['RESTAURANT', 'AMBIENCE']","['MISCELLANEOUS', 'GENERAL']","['2', '2']","[{'category': 'Atmosphere', 'aspect': 'Romantic', 'segment': ""it ' s the perfect spot for a romantic date for 2"", 'sentiment': 'positive'}, {'category': 'Atmosphere', 'aspect': 'Secret', 'segment': 'or a secret rendezvous', 'sentiment': 'positive'}]"
save room for scrumptious desserts .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Desserts', 'aspect': 'Desserts', 'segment': 'save room for scrumptious desserts', 'sentiment': 'positive'}]"
the restaurant offers an extensive wine list and an ambiance you wo n ' t forget !,"['DRINKS', 'AMBIENCE']","['STYLE_OPTIONS', 'GENERAL']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Wine', 'segment': 'the restaurant offers an extensive wine list', 'sentiment': 'positive'}, {'category': 'Atmosphere', 'aspect': 'Ambiance', 'segment': ""the restaurant offers an ambiance you won't forget"", 'sentiment': 'positive'}]"
– best mexican place for lunch in the financial district .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Food', 'aspect': 'Mexican', 'segment': 'best mexican place for lunch in the financial district', 'sentiment': 'positive'}]"
love the enchiladas and chicken soup - and be sure to check out their specials .,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Food', 'aspect': 'Enchiladas', 'segment': 'love the enchiladas', 'sentiment': 'positive'}, {'category': 'Food', 'aspect': 'Chicken Soup', 'segment': 'chicken soup', 'sentiment': 'positive'}, {'category': 'Specials', 'aspect': 'Specials', 'segment': 'check out their specials', 'sentiment': 'positive'}]"
the cooks have been at the restaurant for years and cook family recipes .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Cooks', 'segment': 'The cooks have been at the restaurant for years and cook family recipes', 'sentiment': 'positive'}]"
"can get busy on fridays for a table but once seated , the service is so efficient you can be in and out of there quickly .",['SERVICE'],['GENERAL'],['2'],[]
the sushi was excellent and the wait staff was quick .,"['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Sushi', 'segment': 'The sushi was excellent', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Wait Staff', 'segment': 'The wait staff was quick', 'sentiment': 'positive'}]"
the atmosphere was just okay .,['AMBIENCE'],['GENERAL'],['1'],"[{'category': 'Atmosphere', 'aspect': 'Atmosphere', 'segment': 'the atmosphere was just okay', 'sentiment': 'neutral'}]"
"space was limited , but the food made up for it .","['RESTAURANT', 'FOOD']","['MISCELLANEOUS', 'QUALITY']","['0', '2']",[]
we stood there for 10 minutes while employees walked back and forth ignoring us .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'Service', 'aspect': 'Employees', 'segment': 'we stood there for 10 minutes while employees walked back and forth ignoring us', 'sentiment': 'negative'}]"
"finally , my wife stood face to face in front of one of the staff and she asked , ` ` are you waiting for a table ? ' '",['SERVICE'],['GENERAL'],['0'],"[{'category': 'Service', 'aspect': 'Staff', 'segment': 'my wife stood face to face in front of one of the staff', 'sentiment': 'neutral'}, {'category': 'Service', 'aspect': 'Table', 'segment': ""she asked, 'are you waiting for a table?'"", 'sentiment': 'neutral'}]"
the caesar salad i ordered had so much lemon i could n ' t eat it .,['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Caesar Salad', 'segment': ""The caesar salad I ordered had so much lemon I couldn't eat it"", 'sentiment': 'negative'}]"
"great food , better margaritas !","['FOOD', 'DRINKS']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'great food', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Margaritas', 'segment': 'better margaritas', 'sentiment': 'positive'}]"
"– this is one of my top lunch spots , huge portions , fast service and amazing margaritas ! !","['FOOD', 'SERVICE', 'DRINKS', 'RESTAURANT']","['STYLE_OPTIONS', 'GENERAL', 'QUALITY', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Lunch Spots', 'segment': 'one of my top lunch spots', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Portion size', 'segment': 'huge portions', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'fast service', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Margaritas', 'segment': 'amazing margaritas', 'sentiment': 'positive'}]"
"it gets really busy , so get there on the early side so you can grab a seat , if you do have to wait , its not bad because the service is quick !",['SERVICE'],['GENERAL'],['2'],[]
"check out the art on the walls , very colorful !",['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'Style_Options', 'aspect': 'Art', 'segment': 'check out the art on the walls, very colorful!', 'sentiment': 'positive'}]"
i love this place !,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Place', 'segment': 'I love this place', 'sentiment': 'positive'}]"
– i have been eating at this place for over 8 years now and i have never had one bad meal .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i have never had one bad meal', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'i have been eating at this place for over 8 years now', 'sentiment': 'positive'}]"
i highly recommend this place to all that want to try indain food for the first time .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Recommendation', 'aspect': 'Place', 'segment': 'I highly recommend this place', 'sentiment': 'positive'}, {'category': 'Food', 'aspect': 'Indian food', 'segment': 'to all that want to try Indian food for the first time', 'sentiment': 'positive'}]"
the lunch menu is an awesome deal !,['FOOD'],['PRICES'],['2'],[]
"plenty of food , trust me .",['FOOD'],['STYLE_OPTIONS'],['2'],[]
fresh ingrediants and super tasty .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Ingrediants', 'segment': 'fresh ingrediants', 'sentiment': 'positive'}, {'category': 'Taste', 'aspect': 'Food', 'segment': 'super tasty', 'sentiment': 'positive'}]"
"best food , phenominal service","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'best food', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'phenominal service', 'sentiment': 'positive'}]"
"for the finicky sushi eater and those who have sampled the best nyc has to offer , the fish is the freshest and the service is superb .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Sushi', 'segment': 'for the finicky sushi eater', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Fish', 'segment': 'the fish is the freshest', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'the service is superb', 'sentiment': 'positive'}]"
"not only can the selection be innovative , but there ' s a nice balance of traditional sushi as well .","['FOOD', 'FOOD']","['STYLE_OPTIONS', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': ""not only can the selection be innovative, but there's a nice balance of traditional sushi as well"", 'sentiment': 'positive'}]"
the nicest waiters in town .,['SERVICE'],['GENERAL'],['2'],"[{'category': 'Service', 'aspect': 'Waiter', 'segment': 'the nicest waiters in town', 'sentiment': 'positive'}]"
