text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
"the food is not what it once was ( potions have seriously seen downsizing ) prices have gone up , and the service is the worst i have experienced anywhere ( including mainland europe ) .","['FOOD', 'FOOD', 'SERVICE', 'SERVICE']","['QUALITY', 'PRICES', 'GENERAL', 'GENERAL']","['0', '0', '0', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'food is not what it once was', 'sentiment': 'negative', 'review_id': 133}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'portions have seriously seen downsizing', 'sentiment': 'negative', 'review_id': 133}, {'category': 'Prices', 'aspect': 'Food', 'segment': 'prices have gone up', 'sentiment': 'negative', 'review_id': 133}, {'category': 'General', 'aspect': 'Service', 'segment': 'service is the worst i have experienced anywhere', 'sentiment': 'negative', 'review_id': 133}]","['Food', 'Food', 'Food', 'Service']","['Quality', 'Quality', 'Prices', 'General']","[0, 0, 0, 0]","['food is not what it once was', 'portions have seriously seen downsizing', 'prices have gone up', 'service is the worst i have experienced anywhere']"
what may be interesting to most is the worst sevice / attitude comes from the owners of this establishment .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'the worst service / attitude comes from the owners of this establishment', 'sentiment': 'negative', 'review_id': 134}]",['Service'],['General'],[0],['the worst service / attitude comes from the owners of this establishment']
"this establishment really made a marked decline after ( and this is recurring story ) the airing of food televisions ` ` diners , drive - ins , and dives ' ' hosted by guy fieri , in which schooner or later was subject of .",['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""this establishment really made a marked decline after ( and this is recurring story ) the airing of food televisions ` ` diners , drive - ins , and dives ' ' hosted by guy fieri , in which schooner or later was subject of"", 'sentiment': 'negative', 'review_id': 135}]",['Restaurant'],['General'],[0],"[""this establishment really made a marked decline after ( and this is recurring story ) the airing of food televisions ` ` diners , drive - ins , and dives ' ' hosted by guy fieri , in which schooner or later was subject of""]"
open & cool place with the best pizza and coffee,"['AMBIENCE', 'FOOD', 'FOOD']","['GENERAL', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'open & cool place', 'sentiment': 'positive', 'review_id': 136}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'the best pizza', 'sentiment': 'positive', 'review_id': 136}, {'category': 'Quality', 'aspect': 'Drinks', 'segment': 'the best coffee', 'sentiment': 'positive', 'review_id': 136}]","['Restaurant', 'Food', 'Drinks']","['General', 'Quality', 'Quality']","[2, 2, 2]","['open & cool place', 'the best pizza', 'the best coffee']"
– mioposto has a very creative & delicious pizza menu .,"['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'mioposto has a very creative & delicious pizza menu', 'sentiment': 'positive', 'review_id': 137}]",['Food'],['Style_Options'],[2],['mioposto has a very creative & delicious pizza menu']
"the coffe is very good , too .",['DRINKS'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Drinks', 'segment': 'the coffee is very good', 'sentiment': 'positive', 'review_id': 138}]",['Drinks'],['Quality'],[2],['the coffee is very good']
great open and friendly ambience .,"['AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'great open and friendly ambience', 'sentiment': 'positive', 'review_id': 139}]",['Ambience'],['General'],[2],['great open and friendly ambience']
this place is charming and relaxing .,"['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'this place is charming', 'sentiment': 'positive', 'review_id': 140}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'relaxing', 'sentiment': 'positive', 'review_id': 140}]","['Ambience', 'Ambience']","['General', 'General']","[2, 2]","['this place is charming', 'relaxing']"
the servers behind the counter are always friendly and helpful .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the servers behind the counter are always friendly', 'sentiment': 'positive', 'review_id': 141}, {'category': 'General', 'aspect': 'Service', 'segment': 'the servers behind the counter are always helpful', 'sentiment': 'positive', 'review_id': 141}]","['Service', 'Service']","['General', 'General']","[2, 2]","['the servers behind the counter are always friendly', 'the servers behind the counter are always helpful']"
it ' s a great place to enjoy food and meet friends .,"['FOOD', 'RESTAURANT']","['QUALITY', 'MISCELLANEOUS']","['2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""it ' s a great place to enjoy food and meet friends"", 'sentiment': 'positive', 'review_id': 142}]",['Restaurant'],['General'],[2],"[""it ' s a great place to enjoy food and meet friends""]"
"great food , spectacular location , and friendly service keep us coming back year after year .","['FOOD', 'LOCATION', 'SERVICE']","['QUALITY', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'great food', 'sentiment': 'positive', 'review_id': 143}, {'category': 'General', 'aspect': 'Location', 'segment': 'spectacular location', 'sentiment': 'positive', 'review_id': 143}, {'category': 'General', 'aspect': 'Service', 'segment': 'friendly service', 'sentiment': 'positive', 'review_id': 143}]","['Food', 'Location', 'Service']","['Quality', 'General', 'General']","[2, 2, 2]","['great food', 'spectacular location', 'friendly service']"
enjoyed the food,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'enjoyed the food', 'sentiment': 'positive', 'review_id': 144}, {'category': 'General', 'aspect': 'Service', 'segment': 'enjoyed the service', 'sentiment': 'positive', 'review_id': 144}]","['Food', 'Service']","['Quality', 'General']","[2, 2]","['enjoyed the food', 'enjoyed the service']"
food was good and cheap .,"['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'food was good', 'sentiment': 'positive', 'review_id': 145}, {'category': 'Prices', 'aspect': 'Food', 'segment': 'food was cheap', 'sentiment': 'positive', 'review_id': 145}]","['Food', 'Food']","['Quality', 'Prices']","[2, 2]","['food was good', 'food was cheap']"
i had the kafta plate and i enjoyed it .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i had the kafta plate and i enjoyed it', 'sentiment': 'positive', 'review_id': 146}]",['Food'],['Quality'],[2],['i had the kafta plate and i enjoyed it']
atmosphere was nice .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Ambience', 'segment': 'atmosphere was nice', 'sentiment': 'positive', 'review_id': 147}]",['Ambience'],['General'],[2],['atmosphere was nice']
"service was kind of slow , our waitress took forever to give us our check even though it was n ' t that busy .","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'General', 'aspect': 'Service', 'segment': 'service was kind of slow', 'sentiment': 'negative', 'review_id': 148}, {'category': 'General', 'aspect': 'Service', 'segment': 'our waitress took forever to give us our check', 'sentiment': 'negative', 'review_id': 148}]","['Service', 'Service']","['General', 'General']","[0, 0]","['service was kind of slow', 'our waitress took forever to give us our check']"
still i would recommend this place .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'still i would recommend this place', 'sentiment': 'positive', 'review_id': 149}]",['Restaurant'],['General'],[2],['still i would recommend this place']
what else can you say nice people amazing food wow,"['FOOD', 'SERVICE', 'RESTAURANT']","['QUALITY', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'nice people', 'sentiment': 'positive', 'review_id': 150}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'amazing food', 'sentiment': 'positive', 'review_id': 150}]","['Service', 'Food']","['General', 'Quality']","[2, 2]","['nice people', 'amazing food']"
great food with an awesome atmosphere !,"['FOOD', 'AMBIENCE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'great food', 'sentiment': 'positive', 'review_id': 151}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'awesome atmosphere', 'sentiment': 'positive', 'review_id': 151}]","['Food', 'Ambience']","['Quality', 'General']","[2, 2]","['great food', 'awesome atmosphere']"
"– eggs , pancakes , potatoes , fresh fruit and yogurt - - everything they serve is delicious .","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'everything they serve is delicious', 'sentiment': 'positive', 'review_id': 152}]",['Food'],['Quality'],[2],['everything they serve is delicious']
"the best place for a leisure sunday breakfast amidst yachts , then take a stroll through the nearby farmer ' s market .",['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'the best place for a leisure sunday breakfast amidst yachts', 'sentiment': 'positive', 'review_id': 153}, {'category': 'General', 'aspect': 'Location', 'segment': ""then take a stroll through the nearby farmer ' s market"", 'sentiment': 'positive', 'review_id': 153}]","['Restaurant', 'Location']","['General', 'General']","[2, 2]","['the best place for a leisure sunday breakfast amidst yachts', ""then take a stroll through the nearby farmer ' s market""]"
great meal – the fish on the omikase platter was absolutely decadent - - there was none of the stringiness that sometimes accompanies fair sushi - - this fish was perfect ! ! ! !,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'great meal', 'sentiment': 'positive', 'review_id': 154}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'the fish on the omikase platter was absolutely decadent', 'sentiment': 'positive', 'review_id': 154}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'there was none of the stringiness that sometimes accompanies fair sushi', 'sentiment': 'positive', 'review_id': 154}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'this fish was perfect', 'sentiment': 'positive', 'review_id': 154}]","['Food', 'Food', 'Food', 'Food']","['Quality', 'Quality', 'Quality', 'Quality']","[2, 2, 2, 2]","['great meal', 'the fish on the omikase platter was absolutely decadent', 'there was none of the stringiness that sometimes accompanies fair sushi', 'this fish was perfect']"
"plus , i am allergic to rice , and the waitstaff was unbelievably accomodating - - did n ' t even bat an eye !",['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'waitstaff was unbelievably accomodating', 'sentiment': 'positive', 'review_id': 155}]",['Service'],['General'],[2],['waitstaff was unbelievably accomodating']
and the waiter suggested a perfect sake ! !,"['SERVICE', 'DRINKS']","['GENERAL', 'QUALITY']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the waiter suggested a perfect sake ! !', 'sentiment': 'positive', 'review_id': 156}]",['Service'],['General'],[2],['the waiter suggested a perfect sake ! !']
unbeatable sushi !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'unbeatable sushi !', 'sentiment': 'positive', 'review_id': 157}]",['Food'],['Quality'],[2],['unbeatable sushi !']
"melt in your mouth nigiri and sashmi , and very tasty rolls too .","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'melt in your mouth nigiri and sashmi', 'sentiment': 'positive', 'review_id': 158}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'very tasty rolls too', 'sentiment': 'positive', 'review_id': 158}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['melt in your mouth nigiri and sashmi', 'very tasty rolls too']"
be sure to try the oyster roll .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Recommendation', 'aspect': 'Food', 'segment': 'be sure to try the oyster roll', 'sentiment': 'positive', 'review_id': 159}]",['Food'],['Recommendation'],[2],['be sure to try the oyster roll']
"– how to describe the best sushi in nyc : hmmmm , delicious , amazing , fantastic , suculent , perfect , nah , all of the above .","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'delicious', 'sentiment': 'positive', 'review_id': 160}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'amazing', 'sentiment': 'positive', 'review_id': 160}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'fantastic', 'sentiment': 'positive', 'review_id': 160}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'suculent', 'sentiment': 'positive', 'review_id': 160}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'perfect', 'sentiment': 'positive', 'review_id': 160}]","['Food', 'Food', 'Food', 'Food', 'Food']","['Quality', 'Quality', 'Quality', 'Quality', 'Quality']","[2, 2, 2, 2, 2]","['delicious', 'amazing', 'fantastic', 'suculent', 'perfect']"
"i ca n ' t saybenough good things about this restaurant , and i ca n ' t wait for my next several visits .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""i ca n ' t say enough good things about this restaurant"", 'sentiment': 'positive', 'review_id': 161}, {'category': 'General', 'aspect': 'Restaurant', 'segment': ""i ca n ' t wait for my next several visits"", 'sentiment': 'positive', 'review_id': 161}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","[""i ca n ' t say enough good things about this restaurant"", ""i ca n ' t wait for my next several visits""]"
the best chuwam mushi i have ever had .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the best chuwam mushi i have ever had', 'sentiment': 'positive', 'review_id': 162}]",['Food'],['Quality'],[2],['the best chuwam mushi i have ever had']
"good sushi , high price","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['2', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'good sushi', 'sentiment': 'positive', 'review_id': 163}, {'category': 'Prices', 'aspect': 'Food', 'segment': 'high price', 'sentiment': 'negative', 'review_id': 163}]","['Food', 'Food']","['Quality', 'Prices']","[2, 0]","['good sushi', 'high price']"
one of the best sushi place in town .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'one of the best sushi place in town', 'sentiment': 'positive', 'review_id': 164}]",['Food'],['Quality'],[2],['one of the best sushi place in town']
the house special roll is really good .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the house special roll is really good', 'sentiment': 'positive', 'review_id': 165}]",['Food'],['Quality'],[2],['the house special roll is really good']
"brunch at murphy ' s is to die for , my specialty . . . egg white omelet , the food is always freshly prepared .","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': ""brunch at murphy ' s is to die for"", 'sentiment': 'positive', 'review_id': 166}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'my specialty . . . egg white omelet , the food is always freshly prepared', 'sentiment': 'positive', 'review_id': 166}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","[""brunch at murphy ' s is to die for"", 'my specialty . . . egg white omelet , the food is always freshly prepared']"
it ' s the perfect spot for a romantic date for 2 or a secret rendezvous !,"['RESTAURANT', 'AMBIENCE']","['MISCELLANEOUS', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'perfect spot for a romantic date for 2 or a secret rendezvous', 'sentiment': 'positive', 'review_id': 167}]",['Restaurant'],['General'],[2],['perfect spot for a romantic date for 2 or a secret rendezvous']
save room for scrumptious desserts .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'scrumptious desserts', 'sentiment': 'positive', 'review_id': 168}]",['Food'],['Quality'],[2],['scrumptious desserts']
the restaurant offers an extensive wine list and an ambiance you wo n ' t forget !,"['DRINKS', 'AMBIENCE']","['STYLE_OPTIONS', 'GENERAL']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Drinks', 'segment': 'the restaurant offers an extensive wine list', 'sentiment': 'positive', 'review_id': 169}, {'category': 'General', 'aspect': 'Ambience', 'segment': ""an ambiance you wo n ' t forget"", 'sentiment': 'positive', 'review_id': 169}]","['Drinks', 'Ambience']","['Style_Options', 'General']","[2, 2]","['the restaurant offers an extensive wine list', ""an ambiance you wo n ' t forget""]"
– best mexican place for lunch in the financial district .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'best mexican place for lunch in the financial district', 'sentiment': 'positive', 'review_id': 170}]",['Restaurant'],['General'],[2],['best mexican place for lunch in the financial district']
love the enchiladas and chicken soup - and be sure to check out their specials .,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'love the enchiladas and chicken soup', 'sentiment': 'positive', 'review_id': 171}, {'category': 'Style_Options', 'aspect': 'Food', 'segment': 'check out their specials', 'sentiment': 'positive', 'review_id': 171}]","['Food', 'Food']","['Quality', 'Style_Options']","[2, 2]","['love the enchiladas and chicken soup', 'check out their specials']"
the cooks have been at the restaurant for years and cook family recipes .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the cooks have been at the restaurant for years', 'sentiment': 'positive', 'review_id': 172}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'cook family recipes', 'sentiment': 'positive', 'review_id': 172}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['the cooks have been at the restaurant for years', 'cook family recipes']"
"can get busy on fridays for a table but once seated , the service is so efficient you can be in and out of there quickly .",['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'the service is so efficient you can be in and out of there quickly', 'sentiment': 'positive', 'review_id': 173}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'can get busy on fridays for a table', 'sentiment': 'negative', 'review_id': 173}]","['Service', 'Restaurant']","['General', 'General']","[2, 0]","['the service is so efficient you can be in and out of there quickly', 'can get busy on fridays for a table']"
the sushi was excellent and the wait staff was quick .,"['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'sushi was excellent', 'sentiment': 'positive', 'review_id': 174}, {'category': 'General', 'aspect': 'Service', 'segment': 'wait staff was quick', 'sentiment': 'positive', 'review_id': 174}]","['Food', 'Service']","['Quality', 'General']","[2, 2]","['sushi was excellent', 'wait staff was quick']"
the atmosphere was just okay .,['AMBIENCE'],['GENERAL'],['1'],"[{'category': 'General', 'aspect': 'Ambience', 'segment': 'the atmosphere was just okay', 'sentiment': 'neutral', 'review_id': 175}]",['Ambience'],['General'],[1],['the atmosphere was just okay']
"space was limited , but the food made up for it .","['RESTAURANT', 'FOOD']","['MISCELLANEOUS', 'QUALITY']","['0', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'space was limited', 'sentiment': 'negative', 'review_id': 176}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'the food made up for it', 'sentiment': 'positive', 'review_id': 176}]","['Restaurant', 'Food']","['General', 'Quality']","[0, 2]","['space was limited', 'the food made up for it']"
we stood there for 10 minutes while employees walked back and forth ignoring us .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'we stood there for 10 minutes while employees walked back and forth ignoring us', 'sentiment': 'negative', 'review_id': 177}]",['Service'],['General'],[0],['we stood there for 10 minutes while employees walked back and forth ignoring us']
"finally , my wife stood face to face in front of one of the staff and she asked , ` ` are you waiting for a table ? ' '",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""my wife stood face to face in front of one of the staff and she asked , ` ` are you waiting for a table ? ' '"", 'sentiment': 'neutral', 'review_id': 178}]",['Service'],['General'],[1],"[""my wife stood face to face in front of one of the staff and she asked , ` ` are you waiting for a table ? ' '""]"
the caesar salad i ordered had so much lemon i could n ' t eat it .,['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': ""the caesar salad i ordered had so much lemon i could n ' t eat it"", 'sentiment': 'negative', 'review_id': 179}]",['Food'],['Quality'],[0],"[""the caesar salad i ordered had so much lemon i could n ' t eat it""]"
"great food , better margaritas !","['FOOD', 'DRINKS']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'great food', 'sentiment': 'positive', 'review_id': 180}, {'category': 'Quality', 'aspect': 'Drinks', 'segment': 'better margaritas', 'sentiment': 'positive', 'review_id': 180}]","['Food', 'Drinks']","['Quality', 'Quality']","[2, 2]","['great food', 'better margaritas']"
"– this is one of my top lunch spots , huge portions , fast service and amazing margaritas ! !","['FOOD', 'SERVICE', 'DRINKS', 'RESTAURANT']","['STYLE_OPTIONS', 'GENERAL', 'QUALITY', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'one of my top lunch spots', 'sentiment': 'positive', 'review_id': 181}, {'category': 'Style_Options', 'aspect': 'Food', 'segment': 'huge portions', 'sentiment': 'positive', 'review_id': 181}, {'category': 'General', 'aspect': 'Service', 'segment': 'fast service', 'sentiment': 'positive', 'review_id': 181}, {'category': 'Quality', 'aspect': 'Drinks', 'segment': 'amazing margaritas', 'sentiment': 'positive', 'review_id': 181}]","['Restaurant', 'Food', 'Service', 'Drinks']","['General', 'Style_Options', 'General', 'Quality']","[2, 2, 2, 2]","['one of my top lunch spots', 'huge portions', 'fast service', 'amazing margaritas']"
"it gets really busy , so get there on the early side so you can grab a seat , if you do have to wait , its not bad because the service is quick !",['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'it gets really busy', 'sentiment': 'negative', 'review_id': 182}, {'category': 'General', 'aspect': 'Service', 'segment': 'the service is quick', 'sentiment': 'positive', 'review_id': 182}]","['Restaurant', 'Service']","['General', 'General']","[0, 2]","['it gets really busy', 'the service is quick']"
"check out the art on the walls , very colorful !",['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Decor', 'segment': 'check out the art on the walls', 'sentiment': 'positive', 'review_id': 183}, {'category': 'General', 'aspect': 'Decor', 'segment': 'very colorful', 'sentiment': 'positive', 'review_id': 183}]","['Decor', 'Decor']","['General', 'General']","[2, 2]","['check out the art on the walls', 'very colorful']"
i love this place !,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'i love this place !', 'sentiment': 'positive', 'review_id': 184}]",['Restaurant'],['General'],[2],['i love this place !']
– i have been eating at this place for over 8 years now and i have never had one bad meal .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'i have never had one bad meal', 'sentiment': 'positive', 'review_id': 185}]",['Food'],['Quality'],[2],['i have never had one bad meal']
i highly recommend this place to all that want to try indain food for the first time .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Recommendation', 'aspect': 'Restaurant', 'segment': 'i highly recommend this place', 'sentiment': 'positive', 'review_id': 186}]",['Restaurant'],['Recommendation'],[2],['i highly recommend this place']
the lunch menu is an awesome deal !,['FOOD'],['PRICES'],['2'],"[{'category': 'Prices', 'aspect': 'Lunch', 'segment': 'the lunch menu is an awesome deal', 'sentiment': 'positive', 'review_id': 187}]",['Lunch'],['Prices'],[2],['the lunch menu is an awesome deal']
"plenty of food , trust me .",['FOOD'],['STYLE_OPTIONS'],['2'],"[{'category': 'Quantity', 'aspect': 'Food', 'segment': 'plenty of food', 'sentiment': 'positive', 'review_id': 188}]",['Food'],['Quantity'],[2],['plenty of food']
fresh ingrediants and super tasty .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'fresh ingrediants', 'sentiment': 'positive', 'review_id': 189}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'super tasty', 'sentiment': 'positive', 'review_id': 189}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['fresh ingrediants', 'super tasty']"
"best food , phenominal service","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'best food', 'sentiment': 'positive', 'review_id': 190}, {'category': 'General', 'aspect': 'Service', 'segment': 'phenominal service', 'sentiment': 'positive', 'review_id': 190}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'wonderful ambience', 'sentiment': 'positive', 'review_id': 190}]","['Food', 'Service', 'Ambience']","['Quality', 'General', 'General']","[2, 2, 2]","['best food', 'phenominal service', 'wonderful ambience']"
"for the finicky sushi eater and those who have sampled the best nyc has to offer , the fish is the freshest and the service is superb .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the fish is the freshest', 'sentiment': 'positive', 'review_id': 191}, {'category': 'General', 'aspect': 'Service', 'segment': 'the service is superb', 'sentiment': 'positive', 'review_id': 191}]","['Food', 'Service']","['Quality', 'General']","[2, 2]","['the fish is the freshest', 'the service is superb']"
"not only can the selection be innovative , but there ' s a nice balance of traditional sushi as well .","['FOOD', 'FOOD']","['STYLE_OPTIONS', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'the selection can be innovative', 'sentiment': 'positive', 'review_id': 192}, {'category': 'Style_Options', 'aspect': 'Food', 'segment': ""there ' s a nice balance of traditional sushi as well"", 'sentiment': 'positive', 'review_id': 192}]","['Food', 'Food']","['Style_Options', 'Style_Options']","[2, 2]","['the selection can be innovative', ""there ' s a nice balance of traditional sushi as well""]"
the nicest waiters in town .,['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'the nicest waiters in town', 'sentiment': 'positive', 'review_id': 193}]",['Service'],['General'],[2],['the nicest waiters in town']
– this place is unbelievably over - rated .,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'this place is unbelievably over-rated', 'sentiment': 'negative', 'review_id': 194}]",['Restaurant'],['General'],[0],['this place is unbelievably over-rated']
"if i want to stand in line on sunday for an hour to get average brunch food , then i would put murphy ' s at the top of the list .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['1', '0']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'if i want to stand in line on sunday for an hour to get average brunch food', 'sentiment': 'negative', 'review_id': 195}]",['Restaurant'],['General'],[0],['if i want to stand in line on sunday for an hour to get average brunch food']
the regular menu here is slightly above average that is not worth the snotty attitude that you receive .,"['FOOD', 'FOOD', 'SERVICE']","['QUALITY', 'QUALITY', 'GENERAL']","['1', '1', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the regular menu here is slightly above average', 'sentiment': 'positive', 'review_id': 196}, {'category': 'General', 'aspect': 'Service', 'segment': 'snotty attitude', 'sentiment': 'negative', 'review_id': 196}]","['Food', 'Service']","['Quality', 'General']","[2, 0]","['the regular menu here is slightly above average', 'snotty attitude']"
